...1,Authors (Year),ID,Site,Lat,Long,Management_(OA_MPA_MEARB_Other),Temporal_Scale,Mean kelp,Mean no Kelp,Mean + one error bar Kelp,Mean + one error bar no Kelp,Error Kelp,Error no-Kelp,Error Type,Variable,N (Kelp),N (no-kelp),Unit Dimensions,Area (m2),Notes on Type of study,Comments,Kelp Taxon,Clearing Size (m^2),Time Until Resampling (days),Mean Depth (m),Inferred Mechanism of Clearing (experiment_storm_heat wave_barren_kelp addition),Type of Study (Experimental_ObservatioNAl),"Observational Study Type (Spatial, Temporal)",Single Species? (yes/no),Total Abundance? (yes/no),Species Richness? (yes/no),Biomass? (yes/no),Clearing Response (algae_barren_kelp),"Survey Type (quadrat, transect, video, photo, Net/Trap)",Short Variable Description,Latititude in Decimal Degrees,Longitude in Decimal Degrees,"Juvenile, Adult, Both",sample unit area (m^2),Total Area Sampled per Treatment (m^2: n*replicate area),Mean kelp t0,Mean no Kelp t0,Mean + one error bar Kelp t0,Mean + one error bar no Kelp t0,Error Kelp t0,Error no-Kelp t0,Error Type t0,Date of t0 (dd/mm/yyyy),Fish Species,Order,Family,Trophic level,Trophic group,Total Lenght (cm),Biomass (gr),Habitat Association (Benthic-Pelagic-Demersal)
47,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,10.48,5.66,13.33,6.78,2.85,1.12,SD,Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(1),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,no,no,yes,no,no,Point Count,Species Richness,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,12.85,7.23,15.58,9.84,2.73,2.61,SD,Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 2(1),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,no,no,yes,no,no,Transect,Species Richness,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,10.6,1.24,15.27,1.68,4.67,0.44,SD,Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(1),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,no,no,yes,no,no,Point Count,Species Richness,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,14.26,1.04,16.71,1.72,2.45,0.68,SD,Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 2(1),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,no,no,yes,no,no,Transect,Species Richness,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,10.6,7.11,15.27,9.64,4.67,2.53,SD,Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(1),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,no,no,yes,no,no,Point Count,Species Richness,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,14.26,10.6,16.71,13.94,2.45,3.34,SD,Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 2(1),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,no,no,yes,no,no,Transect,Species Richness,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,10.6,5.66,15.27,6.78,4.67,1.12,SD,Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(1),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,no,no,yes,no,no,Point Count,Species Richness,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,14.26,7.23,16.71,9.84,2.45,2.61,SD,Number of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 2(1),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,no,no,yes,no,no,Transect,Species Richness,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,103.6,24.89,195.68,50.14,92.08,25.25,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,no,yes,no,no,no,Point Count,Fish abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,106.8,10.26,204.82,20.65,98.02,10.39,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,no,yes,no,no,no,Transect,Fish abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,103.6,64.24,195.68,88,92.08,23.76,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,no,yes,no,no,no,Point Count,Fish abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,106.8,88.23,204.82,193.67,98.02,105.44,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,no,yes,no,no,no,Transect,Fish abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,103.6,134.79,195.68,284.79,92.08,150,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,no,yes,no,no,no,Point Count,Fish abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,106.8,231.55,204.82,418.68,98.02,187.13,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,no,yes,no,no,no,Transect,Fish abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,239.49,24.89,486.03,50.14,246.54,25.25,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,no,yes,no,no,no,Point Count,Fish abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,143.18,10.26,275.36,20.65,132.18,10.39,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,no,yes,no,no,no,Transect,Fish abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,239.49,64.24,486.03,88,246.54,23.76,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,no,yes,no,no,no,Point Count,Fish abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,143.18,88.23,275.36,193.67,132.18,105.44,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,no,yes,no,no,no,Transect,Fish abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,239.49,134.79,486.03,284.79,246.54,150,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,no,yes,no,no,no,Point Count,Fish abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,143.18,231.55,275.36,418.68,132.18,187.13,SD,Number of individuals of reef fish species in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 2(2),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,no,yes,no,no,no,Transect,Fish abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.02,0,1.68,0,0.66,0,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Meuschenia scaber abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
68,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.98,0,2,0,1.02,0,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Meuschenia scaber abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
69,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.02,0,1.68,0,0.66,0,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Meuschenia scaber abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
70,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.98,0.25,2,0.72,1.02,0.47,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Transect,Meuschenia scaber abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
71,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.02,2.39,1.68,3.89,0.66,1.5,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Meuschenia scaber abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
72,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,0.98,3.21,2,5.86,1.02,2.65,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Meuschenia scaber abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
73,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,3.51,0,5.37,0,1.86,0,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Meuschenia scaber abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
74,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,3.22,0,4.83,0,1.61,0,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"14,25",barren,Observational,Spatial,yes,no,no,no,no,Transect,Meuschenia scaber abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
75,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,3.51,0,5.37,0,1.86,0,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Meuschenia scaber abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
76,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,3.22,0.25,4.83,0.72,1.61,0.47,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"10,625",barren,Observational,Spatial,yes,no,no,no,no,Transect,Meuschenia scaber abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
77,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,3.51,2.39,5.37,3.89,1.86,1.5,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,6,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Meuschenia scaber abundance,-36.283,174.8,Both,250,1375,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
78,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,3.22,3.21,4.83,5.86,1.61,2.65,SD,Number of Meuschenia scaber in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(1),Ecklonia radiata,NA,NA,"17,25",barren,Observational,Spatial,yes,no,no,no,no,Transect,Meuschenia scaber abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Meuschenia scaber,Tetraodontiformes,Monacanthidae,"2,95",invertivore,31,NA,Demersal
79,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.02,0,2.23,0,1.21,0,SD,Number of Parapercis colias in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(2),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Parapercis colias abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Parapercis colias,Perciformes,Pinguipedidae,"3,87",Carnivore,45,2500,Demersal
80,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.22,0,2.04,0,0.82,0,SD,Number of Parapercis colias in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,250,Abundance of reef fish species in five habitats,Fig. 4(2),Ecklonia radiata,NA,NA,"10,375",barren,Observational,Spatial,yes,no,no,no,no,Transect,Parapercis colias abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Parapercis colias,Perciformes,Pinguipedidae,"3,87",Carnivore,45,2500,Demersal
81,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.02,1.04,2.23,1.83,1.21,0.79,SD,Number of Parapercis colias in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(2),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Parapercis colias abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Parapercis colias,Perciformes,Pinguipedidae,"3,87",Carnivore,45,2500,Demersal
82,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.22,1.5,2.04,2.79,0.82,1.29,SD,Number of Parapercis colias in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,4,NA,250,Abundance of reef fish species in five habitats,Fig. 4(2),Ecklonia radiata,NA,NA,"6,75",barren,Observational,Spatial,yes,no,no,no,no,Transect,Parapercis colias abundance,-36.283,174.8,Both,250,1125,NA,NA,NA,NA,NA,NA,NA,NA,Parapercis colias,Perciformes,Pinguipedidae,"3,87",Carnivore,45,2500,Demersal
83,Williams et al. (2008),44,Cape Rodney- Okakari Point Marine Reserve New Zealand,-36.283,174.8,MR,10-week period during the winter months of June to August 2006,1.02,4.43,2.23,5.31,1.21,0.88,SD,Number of Parapercis colias in five habitats using point counts 25 min (closed bars) and timed searches (open bars).,5,5,NA,"78,5",Abundance of reef fish species in five habitats,Fig. 4(2),Ecklonia radiata,NA,NA,"13,375",barren,Observational,Spatial,yes,no,no,no,no,Point Count,Parapercis colias abundance,-36.283,174.8,Both,250,1250,NA,NA,NA,NA,NA,NA,NA,NA,Parapercis colias,Perciformes,Pinguipedidae,"3,87",Carnivore,45,2500,Demersal
